tt0000818	The Burglar and the Child
tt0000819	A Burglar's Mistake
tt0000820	Campaña del Riff
tt0000821	The Cardinal's Conspiracy
tt0000822	Celos gitanos
tt0000823	A Change of Heart
tt0000824	A Child of the Forest
tt0000825	The Children's Friend
tt0000826	Choosing a Husband
tt0000827	Comata, the Sioux
tt0000828	Confidence
tt0000829	A Convict's Sacrifice
tt0000830	Corazón de madre
tt0000831	The Cord of Life
tt0000832	A Corner in Wheat
tt0000833	The Country Doctor
tt0000834	A Coward's Courage
tt0000835	The Cricket on the Hearth
tt0000836	Os Crimes de Diogo Alves
tt0000837	The Criminal Hypnotist
tt0000838	A Cultura do Cacau
tt0000839	The Curse of Money
tt0000840	The Curtain Pole
tt0000841	The Day After
tt0000842	De Garraf a Barcelona
tt0000843	The Death Disc: A Story of the Cromwellian Period
tt0000844	The Death of Ivan the Terrible
tt0000845	The Deception
tt0000846	Un día en Xochimilco
tt0000847	Don Juan heiratet
tt0000848	The Painting of a Miraculous Spider
tt0000849	Dos guapos frente a frente
tt0000850	Los dos hermanos
tt0000851	The Drive for a Life
tt0000852	A Drunkard's Reformation
tt0000853	The Eavesdropper
tt0000854	Edgar Allan Poe
tt0000855	Eloping with Auntie
tt0000856	Entrevista de los Presidentes Díaz-Taft
tt0000857	Eradicating Aunty
tt0000858	The Expiation
tt0000859	Fabricación del corcho en Sant Feliu de Guixols
tt0000860	The Faded Lilies
tt0000861	A Fair Exchange
tt0000862	Faldgruben
tt0000863	Farmer Giles' Visit to London
tt0000864	The Fascinating Mrs. Francis
tt0000865	A Father's Mistake
tt0000866	Fellow Clerks
tt0000867	Fiesta de toros
tt0000868	Fiestas de Santa Lucía - Belenes
tt0000869	Fiestas en La Garriga
tt0000870	A Fool's Revenge
tt0000871	Fools of Fate
tt0000872	The Foundling
tt0000873	Bakchisarayskiy fontan
tt0000874	The French Duel
tt0000875	The Friend of the Family
tt0000876	Fuss and Feathers
tt0000877	Getting Even
tt0000878	The Gibson Goddess
tt0000879	Gira política de Madero y Pino Suárez
tt0000880	The Girls and Daddy
tt0000881	Le glas du père Césaire
tt0000882	The Golden Louis
tt0000883	The Grey Lady
tt0000884	The Red Domino
tt0000885	Guzmán el Bueno
tt0000886	Hamlet, Prince of Denmark
tt0000887	Hansel and Gretel
tt0000888	The Heart of a Clown
tt0000889	The Heart of a Cowboy
tt0000890	The Heart of an Outlaw
tt0000891	Cycle Rider and the Witch
tt0000892	Her First Biscuits
tt0000893	Her Indian Hero
tt0000894	The Farmer's Grandson
tt0000895	The Hessian Renegades
tt0000896	The Hindoo Dagger
tt0000897	His Duty
tt0000898	His Lost Love
tt0000899	His Reformation
tt0000900	His Ward's Love
tt0000901	His Wife's Mother
tt0000902	His Wife's Visitor
tt0000903	The Honor of Thieves
tt0000904	The House of Cards
tt0000905	I Did It
tt0000906	The Idiot of the Mountains
tt0000907	In Little Italy
tt0000908	In Old Kentucky
tt0000909	In a Hempen Bag
tt0000910	In the Watches of the Night
tt0000911	In the Window Recess
tt0000912	The Indian Runner's Romance
tt0000913	The Indian Trailer
tt0000914	Industria del corcho
tt0000915	Jailbird in Borrowed Feathers
tt0000916	Je voudrais un enfant
tt0000917	Jealousy and the Man
tt0000918	Jessie, the Stolen Child
tt0000919	The Jilt
tt0000920	Jones and His New Neighbors
tt0000921	Jones and the Lady Book Agent
tt0000922	The Joneses Have Amateur Theatricals
tt0000923	El joyero
tt0000924	A Bad Case
tt0000925	Judgment
tt0000926	Justicia de Felipe II
tt0000927	Kinemacolor Puzzle
tt0000928	King Lear
tt0000929	Klebolin klebt alles
tt0000930	Der kleine Detektiv
tt0000931	Dødsspringet
tt0000932	A Woman of the People
tt0000933	Lady Helen's Escapade
tt0000934	Leather Stocking
tt0000935	The Light That Came
tt0000936	Lines of White on a Sullen Sea
tt0000938	The Little Darling
tt0000939	The Little Teacher
tt0000940	Lochinvar
tt0000941	Locura de amor
tt0000942	The Lonely Villa
tt0000943	Love Finds a Way
tt0000944	The Luck of the Cards
tt0000945	Lucky Jim
tt0000946	The Lure of the Gown
tt0000947	Lægens offer
tt0000948	La légende de l'arc-en-ciel
tt0000949	Det løbske gasrør
tt0000950	Macbeth
tt0000951	Madam Sans Gene; or, The Duchess of Danzig
tt0000952	Madame de Langeais
tt0000953	A Maid of the Mountains
tt0000954	Mamma
tt0000955	A Man with Three Wives
tt0000956	The Maniac Cook
tt0000957	Mariage forcé
tt0000958	The Medicine Bottle
tt0000959	Melilla y el Gurugu
tt0000960	The Mended Lute
tt0000961	The Message
tt0000962	The Mexican Sweethearts
tt0000963	A Mexican's Gratitude
tt0000964	A Midnight Adventure
tt0000965	Midnight Disturbance
tt0000966	A Midsummer Night's Dream
tt0000967	The Mills of the Gods
tt0000968	Mistaken Identity
tt0000969	Les Misérables
tt0000970	The Life of Moliere
tt0000971	The Mill
tt0000972	The Mountaineer's Honor
tt0000974	Mr. Jones Has a Card Party
tt0000975	Mr. Jones' Burglar
tt0000976	Mrs. Jones' Lover; or, 'I Want My Hat'
tt0000977	Mutterliebe
tt0000978	Napoleon og hans lille Trompetist
tt0000979	Napoleon, the Man of Destiny
tt0000980	A Narrow Escape from Lynching
tt0000981	The Necklace
tt0000982	The New Servant
tt0000983	A New Trick
tt0000984	Niños en la alameda
tt0000985	The Note in the Shoe
tt0000986	Nursing a Viper
tt0000987	How Brother Cook was Taught a Lesson
tt0000988	The Short-Sighted Governess
tt0000989	Oh, Uncle!
tt0000990	Oliver Twist
tt0000991	On the Little Big Horn or Custer's Last Stand
tt0000992	De onde Veje
tt0000993	One Busy Hour
tt0000994	One Good Turn Deserves Another
tt0000995	One Touch of Nature
tt0000996	Only a Tramp
tt0000997	The Open Gate
tt0000998	Othello
tt0000999	Paul Wang's Destiny
tt0001000	The Peachbasket Hat
tt0001001	Pippa Passes; or, the Song of Conscience
tt0001002	The Politician's Love Story
tt0001003	Por un ratón
tt0001004	Portrait of Mireille
tt0001005	Pranks
tt0001006	Primera carrera internacional de automóviles 'Peña-Rhin'
tt0001007	La primera y segunda casetas
tt0001008	The Prince and the Pauper
tt0001009	Princess Nicotine; or, The Smoke Fairy
tt0001010	Protección de un convoy de víveres en el puente de camellos
tt0001011	The Prussian Spy
